index,id,tweets,likes,time
127,1529839894482264064,"Guest columnist Gregory Mesa ’22 criticizes the Dartmouth College Republicans’ shift towards “controversy over conversation.” The organization has aligned itself with the College Republicans United, a group that openly rejects immigration, he argues. https://t.co/TwMAN5jTf7",5,2022-05-26 15:00:28
128,1529829887086821377,@SamManicom @ybw @dartmouth @Devon_Hour @coastmag @Wanderlust_Laur What a project that would make.,0,2022-05-26 14:20:42
129,1529827979274092544,"@mhp4nhrep @MerryJaine @dartmouth I hope you mean something that will actually make a difference. We need gun control, background checks, incr wait times as well as incr mental health support.",0,2022-05-26 14:13:07
130,1529825934861291520,"Composer Rodrigo Martinez's (MF 19) ""Drum Kit Concerto,"" the focus of his fall 2019 #MacDowellResidency, has its world premiere in the Music Mexico Symposium at @dartmouth's @HopkinsCenter tonight! #MadeAtMacDowell  https://t.co/ZBxincqDiX",2,2022-05-26 14:05:00
131,1529823864535982082,First staff meeting at @dartmouth #Fulbright @DartArctic @AAU_Arctic https://t.co/UGVZoVgOUV,15,2022-05-26 13:56:46
132,1529818383440551936,@drea_thorn @dartmouth @neal_katyal go back to massachusetts,0,2022-05-26 13:34:59
133,1529817879574716417,@dartmouth Institutions that advocate violating the constitution should no longer be eligible to receive public funding,0,2022-05-26 13:32:59
134,1529804014421934081,"visiting position, Dartmouth College https://t.co/M9ZX1pDwGY #critgeogforum",0,2022-05-26 12:37:54
135,1529769450026713089,"Rep Ann Kuster (D-NH) accepted $48,337 from Dartmouth College. She serves in the Committee on Agriculture.",3,2022-05-26 10:20:33
136,1529756251126910976,@SamManicom @ybw @dartmouth @Devon_Hour @coastmag @Wanderlust_Laur That's an interesting and refreshing way of looking at things Sam! Love your words. wise indeed,1,2022-05-26 09:28:06
137,1529751376556871683,@SamManicom @ybw @dartmouth @Devon_Hour @coastmag @Wanderlust_Laur Sadly an all too common problem these days. Grp is a great medium for making a hull but because it doesn't rot there are masses of unwanted boats out there. Looking at the fenders all over this one maybe a river taxi?,0,2022-05-26 09:08:44
138,1529723551154159618,VT Locals Know Best:Visit Norwich VT #norwichvermont #dartmouthcollege #uppervalleynh #vtlodging #vtinns #vermont #kingarthurflour #norwichinn #vt #NorwichInn #VermontInns #VT,0,2022-05-26 07:18:10
139,1529722967579664384,VT Locals Know Best:Visit Norwich VT #norwichvermont #dartmouthcollege #uppervalleynh #vtlodging #vtinns #vermont #kingarthurflour #norwichinn #vt,0,2022-05-26 07:15:51
140,1529719003207372802,"Born in New York and raised in London, this Crimson student is ready for New Hampshire! ​To read more about Francesco's journey, go to the link below. 
​
​#dartmouth #London #newyork #ivyleague #crimsoneducation https://t.co/Eb9Zit9pyx https://t.co/uVFVabzYMO",1,2022-05-26 07:00:05
141,1529691005561217025,"@1in5advocacy @GovChrisSununu @Elliot_Gault @NHSpeaker @cordellifornh @Moms4EDFreedom @TracyWalbridge @DGildersleeve88 @Moms4LibertyNH What else did Title IX ""Dear Colleague"" do? It interfered with Title VI. Thus in NH (Dartmouth College for example) you find that black males are accused of sexual assault at vastly different proportions against student population. White female ideologists in NH are a danger.",1,2022-05-26 05:08:50
142,1529661227487461376,@dartmouth @neal_katyal So happy to see this type of response from Dartmouth.,4,2022-05-26 03:10:31
143,1529658979269365760,Martin Luther King III calls for protecting voting rights while speaking at Dartmouth College https://t.co/ehOpDzM46n,0,2022-05-26 03:01:35
144,1529658406180638720,"Why the hell is @dartmouth even issuing a statement on the Uvalde, Texas shootings? @DineshDSouza @IngrahamAngle https://t.co/NGvTPa9C9U",0,2022-05-26 02:59:18
145,1529650870840971264,@dartmouth We hear you loud and clear. Tomorrow your Representatives to the General Court of NH will vote for gun violence prevention. We will not be complicit. #NHPolitics,12,2022-05-26 02:29:21
146,1529645055002091521,"@dartmouth If the gun protectors in Congress are voted out, things may change. If they retain their seats, nothing will change.
Pretty simple.   S King",0,2022-05-26 02:06:15
147,1529643727224025088,"@TheDemocrats @nytimes @wsj @SenSchumer @FoxNews @latimes 
@Yale @dartmouth @Harvard @FoxNews @Harvard_Law @columbia @Cornell https://t.co/8tJ4HJuWXj",0,2022-05-26 02:00:58
148,1529642367057334274,"@dartmouth Hey 
@Dartmouth
 WTF is common sense gun control legislation?  Can we get some specifics rather than PC bullshit???  you too @MiamiHeat @NBA @nytimes",1,2022-05-26 01:55:34
149,1529639399150997506,@dartmouth @neal_katyal Keep calling @dartmouth. Just not sure our NH state legislature —dominated as it is by the GOP —is wise enough to hear your call. And the NH federal delegation would be happy to do what you ask but they can’t do anything unless the GOP stops obstructing. But keep the pressure on.,2,2022-05-26 01:43:46
150,1529605499292991493,"Great to have @CindeWarmington on the @dartmouth Green today on the heels of her announcement for reelection to the Executive Council!

Primary is Sept. 13th—GOTV and get involved!

#NHPolitics https://t.co/sVfmEu7Op5",23,2022-05-25 23:29:04
151,1529595988624740353,@back_prof @caslernoel @GovAbbott @BetoORourke taking it to the streets and back to blockealking is outdated obsolete and anoying please it's to hot to meet you at the door @usgcrp @dartmouth @TAMUSanAntonio @unam @SmogonU,0,2022-05-25 22:51:16
152,1529586365087854598,@ericastownsend @dartmouth Great job Smith Lab!,2,2022-05-25 22:13:02
153,1529584074544799745,"Proud of our junior students receiving College Book Awards. Schools partner with EVHS celebrating emerging leaders. 
@dartmouth Ben Vanorny
@BrandeisU Lenora Kwadzo
@Harvard  Sonya Olson
@Yale Allie Nathan
@BrynMawrCollege Abby Smith 
@rpi  Nathan Elango https://t.co/KNbXE1PTfu",6,2022-05-25 22:03:56
154,1529579788083646465,My stellar undergrads presented their first poster today at the @dartmouth undergrad symposium today!! I’m so proud of all their hard work 🥳 https://t.co/QeZe6eQx6g,38,2022-05-25 21:46:54
155,1529567110124421121,@McFaul Kissinger did a seminar for @dartmouth’s gov department and it was fucking embarrassing. Didn’t mention Hong Kong protests or Ughyur Muslims once. He’s become a sycophant to Chairman Xi and the CCP.,1,2022-05-25 20:56:31
156,1529565297937682433,When building a grid for #renewableenergy it help to have a blueprint. @nhpr takes thoughts from @Nature_NE's Sarah Jackson and @dartmouth's Amro Farid on a Blueprint released by @Renew_NE on Monday. https://t.co/PMTDsRXUOr https://t.co/zAnXnZvOkN,1,2022-05-25 20:49:19
157,1529562736673411072,"@TheDemocrats @POTUS @DrBiden @Yale @dartmouth @Cornell @Penn @nyuniversity @WSJ @nytimes @CNN @SenSchumer
Wait! What did Joe Biden just say? Quote:""...the strength that we've built is inflation."" And Chuck Schumer thinks we need to ADD more money into the economy. Out of touch! https://t.co/wQOmQzwpeU",0,2022-05-25 20:39:08
158,1529551275175596034,#CaliforniaInstituteofTechnology #UniversityofPennsylvania #UniversityofChicago #DartmouthCollege #DartmouthCollege #NorthwesternUniversity #WashingtonUniversityinStLouis #CornellUniversity #BrownUniversity #UniversityofNotreDame #VanderbiltUniversity #UniversityofFlorida https://t.co/BdzmsMYfeu,0,2022-05-25 19:53:36
159,1529550586068103168,#CornellUniversity #BrownUniversity #UniversityofNotreDame #VanderbiltUniversity #UniversityofFlorida #PrincetonUniversity #CaliforniaInstituteofTechnology #DartmouthCollege #WakeForestUniversity #BrandeisUniversity #CaseWesternReserveUniversity #UniversityofTexasAustin https://t.co/XB1mcJpGGi,0,2022-05-25 19:50:52
160,1529550521719173120,#StThomsaUniversity #GeorgeBrownCollege #NiagaraCollege #AlgonquinCollege #CapeBretonUniversity #CaliforniaInstituteofTechnology #UniversityofPennsylvania #UniversityofChicago #DartmouthCollege #DartmouthCollege #NorthwesternUniversity #WashingtonUniversityinStLouis https://t.co/7tPAfjyyfB,0,2022-05-25 19:50:36
161,1529524183247507457,Neuroimaging postdoc position in Cognitive Science at Dartmouth College working with @aroskies and Jonathan Phillips (rolling deadline evals begin June 20) https://t.co/TUVArimUK6,9,2022-05-25 18:05:57
162,1529512814397820930,@CNN @MSNBC @Yale @Harvard_Law @Cornell  @dartmouth  @FoxNews @ABC @TheView Dem's/John Kerry's  plan... https://t.co/FF6NDlwwlB,0,2022-05-25 17:20:46
163,1529496719557279750,"@Yale @dartmouth @Harvard_Law @Penn @Cornell @TheDemocrats @AFTunion @NEA @dnc
This is disfunctional America under Democratic control. There needs to be a balance. Their total hold on government is not healthy for our children or our communities. High crime, late term abortions, https://t.co/foXqWM5FzQ",0,2022-05-25 16:16:49
164,1529495069379678209,@dartmouthalumni @DartmouthMag @WofDartmouthDC @MagnusonCenter @dartmouth  #greenpride https://t.co/Yf4SaHj4TD,0,2022-05-25 16:10:15
165,1529485990364073984,"https://t.co/lYiWW6faPr I keep adding more photos each day as I clear stuff in the house, which is still a tremendous job. But I'm trying! Pass it on...
#hanovernh #housesforsale #dartmouthcollege #forsalebyowner",0,2022-05-25 15:34:11
166,1529476447982825472,@JDCocchiarella @AnnaForFlorida @FBI @dartmouth these are the type of people representing you. Contacting the FBI lying to try and get people arrested for saying they don't agree with the President. Smh,1,2022-05-25 14:56:16
167,1529461531791982594,"Neural Mechanisms Online
(website)

3 June 2022
Webinar
h14-16 Greenwhich Mean Time / 16-18 CEST

JOIN at https://t.co/QipI5OqBZg

James V Haxby et al.
(Dartmouth College)

Hyperalignment: Modeling shared information encoded in idiosyncratic cortical topographies",1,2022-05-25 13:56:59
168,1529461015200641024,After a great conversation with @Coach_McCorkle I’m bless to receive my 4th Ivy League and 19th division 1 offer from Dartmouth College @adamgorney @Coach_Gibson51 @Coach_JLove @coachchaney96 @CoachDelgado61 @RWrightRivals @Andrew_Ivins https://t.co/Zhfo5zP3SI,44,2022-05-25 13:54:56
169,1529460687432556546,"Can't believe I'm actually saying the Dartmouth Review did something productive, but they reported that the Dartmouth College Republicans changed their affiliation from the CNRC to College Republicans United.  If that rings a bell...

https://t.co/cbabyQtIJO",0,2022-05-25 13:53:38
170,1529459410887639043,VT Living Update:Visit Norwich VT #norwichvermont #dartmouthcollege #uppervalleynh #vtlodging #vtinns #vermont #kingarthurflour #norwichinn #vt #NorwichInn #VermontInns #VT,0,2022-05-25 13:48:34
171,1529459032641216512,VT Living Update:Visit Norwich VT #norwichvermont #dartmouthcollege #uppervalleynh #vtlodging #vtinns #vermont #kingarthurflour #norwichinn #vt,0,2022-05-25 13:47:04
172,1529450567369641986,@urfave_gemini @PlanetFitness Dartmouth college does the same thing believe it or not,0,2022-05-25 13:13:25
173,1529447516214796289,"On this #WelcomeNewEditorsWednesday, meet our new #OPG_JOSA_A Topical Editor Markus Testorf, @dartmouth Thank you for volunteering your time to support @OpticaPubsGroup and in particular JOSA A! https://t.co/S0ehT8fBnN",1,2022-05-25 13:01:18
174,1529425514737303557,"@WhiteHouse @PressSec @JoeBiden @POTUS @FoxNews @ABC @TheDemocrats @CNN @theview @JoyVBehar @MSNBC @Yale @dartmouth @Harvard @Penn @BrownUniversity
BIDEN'S PRESS SECTY SAYS, NOW, THEY DONT TRACK THE STOCK MARKET...HOW CONVENIENT.🙄 https://t.co/XxMNRbL7jZ https://t.co/QALtP4l8tO",0,2022-05-25 11:33:52
175,1529423953281830915,"@brianstelter @CNNPolitics @CNN 
@TheDemocrats @Harvard @Yale @Princeton @dartmouth @Harvard_Law @Penn 
Democrat's Border policy...We have a cell phone for you, a flight to your destination, room, board and healthcare and whatever town you end up in will pay to educate your kids. https://t.co/kfNi9bfCqy",0,2022-05-25 11:27:40
176,1529412496083169280,"Texas police are investigating the fatal shooting of 25-year-old Anna Moriah Wilson, a Vermont native, Dartmouth College graduate, and competitive off-road cyclist who was killed days before a race in Texas, according to authorities.
Vermont native slain in Texas; was set to c... https://t.co/suHApeH37s",1,2022-05-25 10:42:08
177,1529411618890608640,"Texas police are investigating the fatal shooting of 25-year-old Anna Moriah Wilson, a Vermont native, Dartmouth College graduate, and competitive off-road cyclist who was killed days before a race in Texas, according to authorities.
Vermont native slain in Texas; was set to c... https://t.co/mtYBiKZhFf",0,2022-05-25 10:38:39
178,1529410794995077120,"Texas police are investigating the fatal shooting of 25-year-old Anna Moriah Wilson, a Vermont native, Dartmouth College graduate, and competitive off-road cyclist who was killed days before a race in Texas, according to authorities.
Vermont native slain in Texas; was set to c... https://t.co/yq2t7UXiGe",0,2022-05-25 10:35:23
179,1529402141441462273,"Dr. @BillHudenko, research assistant professor in Dartmouth College’s Department of Psychological and Brain Sciences, said, “the negative impact of that (distraction from apps) is that it very much does fracture and divide our attention when we’re trying to focus on other tasks.”",0,2022-05-25 10:01:00
180,1529400693068599296,"Vintage First Day of Issue Postage Stamps American Legion, Dartmouth College, Easter Seal Society, Women's Right To Vote, United Nations, UN https://t.co/mSQaixcGKq via @Etsy",0,2022-05-25 09:55:14
181,1529394864546267137,"Hoje, h.17.00, AULA KELSEN via Galliera 3 - ALMA HUMAN AI teremos o prazer de receber, em presença, o professor David Plunkett do Dartmouth College (EUA) com a palestra ""Legal Interpretation, Conceptual Ethics, and Alternative Legal Concepts"" https://t.co/yDQdEKQ5kT https://t.co/HCtc6PCyxb",0,2022-05-25 09:32:05
182,1529394838742962176,"Today, h.17.00, AULA KELSEN via Galliera 3 - ALMA HUMAN AI we will have the pleasure to host, in presence, professor David Plunkett from Dartmouth College (USA) with the lecture ""Legal Interpretation, Conceptual Ethics, and Alternative Legal Concepts"" https://t.co/hX16ZZgLbE",0,2022-05-25 09:31:58
183,1529332432465371136,"Vintage First Day of Issue Postage Stamps American Legion, Dartmouth College, Easter Seal Society, Women's Right To Vote, United Nations, UN https://t.co/0Pim7EZYcN via @Etsy",0,2022-05-25 05:24:00
184,1529279830197510145,"@TheDemocrats @TuckerCarlson @JoyVBehar @Yale @dartmouth Biden Quotes Scripture but feels fine w FULL TERM ABORTIONS! Please w his insincere bs.Let me ask you,if a teenager kills w their car,do we ban cars or prosecute drivers.Did parents know the driver was mentally incompetent?",1,2022-05-25 01:54:58
185,1529270409610334208,@aadel_chaudhuri @RRS_RadRes @DHMC_RadOnc @DartmouthHitch @dartmouth Great guy nice suit!,0,2022-05-25 01:17:32
186,1529256659629088768,"Friends since Sullivan Middle School, Elissa and Jada will be graduating from RHHS on Friday and off to private colleges in a few months….Lee University in Tennessee and Dartmouth College in New Hampshire!  Thank you Rock Hill Schools! #proudmoms @RockHillSchools https://t.co/LiFWjfDXMj",27,2022-05-25 00:22:54
187,1529249248881016836,After an amazing talk with @coachirishodea I have recieved a D1 offer to Dartmouth College!! Go Big Green!! @SimmonsFamily  @BenDavisFB @DartFootball https://t.co/JLUNkOSbKf,52,2022-05-24 23:53:27
188,1529239097847447561,#energy #business #dartmouthcollege #climaterisks #columbiauniversity #makingmoney #marty #dock https://t.co/kr7zm7LHkm,1,2022-05-24 23:13:07
189,1529224225147469828,We are pleased to announce the completion of the Class of 1982 Engineering and Computer Science Center at @dartmouth College. HGA collaborated closely with Dartmouth to fulfill an acute space demand for cutting-edge engineering and computer science: https://t.co/bVUV9utHwL https://t.co/nIBYUbalIu,4,2022-05-24 22:14:01
190,1529208304991358979,"Now Hiring: Associate Director of Finance for Ticketing and Sales | Dartmouth College Athletics: Hanover, New Hampshire | https://t.co/i6c8fDYbkM #jobs",1,2022-05-24 21:10:45
191,1529195077934923780,"@TheDemocrats @Yale @dartmouth @Cornell @Harvard_Law @Princeton @CNN @MSNBC @brianstelter @joerogan
If true, Biden has put our country in a very insecure position. His open border policy at work...ISIS PLOTS TO ASSASSINATE EX-PRES. BUSH! https://t.co/A1uLlIZbbQ",0,2022-05-24 20:18:12
192,1529195056523104256,Visit Norwich VT #norwichvermont #dartmouthcollege #uppervalleynh #vtlodging #vtinns #vermont #kingarthurflour #norwichinn #vt #NorwichInn #VermontInns #VT,0,2022-05-24 20:18:07
193,1529194386717802498,Visit Norwich VT #norwichvermont #dartmouthcollege #uppervalleynh #vtlodging #vtinns #vermont #kingarthurflour #norwichinn #vt,0,2022-05-24 20:15:27
194,1529191182982586371,#NHpolitics #VotingRights #VotingMatters #VotingRightsAct  https://t.co/fILIhjYs5r,2,2022-05-24 20:02:43
195,1529173960759427072,"I wrote a play about sex and going to hell. It’s my @dartmouth honors thesis in Theater, and I’m excited to finally perform it this weekend! Friday and Saturday, 8PM at the @HopkinsCenter; free tickets/rsvp at https://t.co/01ZptjyshJ! 

❤️‍🔥 hope to see you there ❤️‍🔥 https://t.co/rynV3ZC2H5",7,2022-05-24 18:54:17
196,1529167596150575105,"For college students, #COVID-19 isn't the only thing they are fighting. Researchers at @dartmouth believe the pandemic has been incredibly tough on college students by throwing them through ""a literal mental health roller coaster.""
https://t.co/A2UfUMc7cf",0,2022-05-24 18:29:00
197,1529164731080220672,"@dartmouth (the 2018 rebranding seems to mostly argue in favor of simplifying the design for social media and overall brand identity, not addressing the problematic nature of the seal)",0,2022-05-24 18:17:37
198,1529163943381540868,"Wait, what's with the @Dartmouth seal? Little naked Indigenous people being struck by the light of knowledge? ""whence proceed Natives towards an Edifice two Storey on the left."" Sure, it's from the 18th-century, but what about today? https://t.co/4EM6DBKZoH",0,2022-05-24 18:14:29
199,1529142187287531525,"@TheDemocrats @CNN @MSNBC @yale @Harvard_Law @Cornell @dartmouth @brianstelter 
It took 14 months to go from “build back better” to “there will be food shortages”.  — Joe Rogan
W T F Joe Biden? https://t.co/kdd5R9kuGm",1,2022-05-24 16:48:02
200,1529138849670209536,⁦@Harvard⁩ ⁦@Yale⁩ ⁦@Princeton⁩ ⁦@BrownUniversity⁩ ⁦@dartmouth⁩ https://t.co/e2tNIkmmNp,0,2022-05-24 16:34:46
201,1529131564449382402,"@TheDemocrats @POTUS @PressSec @yale @dartmouth @Harvard @CNN @MSNBC 
Our POTUS &amp; his policy toward Taiwan,now clear as mud. Refuses to expand on his prior gaffe. Best slow Joe can do is offer 1 word answers,""No!"".So,was this a walk back on his previous statement to attack China? https://t.co/QA5mudY34A",0,2022-05-24 16:05:49
202,1529129815311269889,getting fucked over by the financial aid office 📍at Dartmouth College,29,2022-05-24 15:58:52
203,1529127801273589760,"The Karen Wetterhahn Science Symposium is tomorrow @HanoverInn @dartmouth and none other than @KMirica will be the keynote speaker 
https://t.co/To03EUX44Q",9,2022-05-24 15:50:52
204,1529125338202128384,"You do not have to attend an IVY LEAGUE to have an IVY LEAGUE mentality. 

This is what our community and education system needs to enforce. 

Students should never be intimidated by @Columbia, @Harvard, @dartmouth, @Yale, and more.  They should be motivated.",1,2022-05-24 15:41:05
205,1529125005040164865,Just came back from my first archival research trip since the pandemic started (also first time re-entering my home country since the pandemic)- so great to visit the @dartmouth archives + Smith @archivalagents - I am so grateful for the help provided by these great archivists!,4,2022-05-24 15:39:45
206,1529122968332296192,@PhotoCassidy Dartmouth College...we print everything. Old alum loves paper.,0,2022-05-24 15:31:40
207,1529118330161881088,"@USEducationDept @Yale @Harvard @dartmouth @Harvard_Law @MSNBC @TheView 
Not appropriate for children K-4th grades!! https://t.co/AxuptMXVlI",0,2022-05-24 15:13:14
208,1529096696847904769,"A virtual Roundtable on “Early Mortality in People with a Diagnosis of a Serious Mental Illness”. 
Dignity in mental health care and in prescribing meds is very paramount..#disruptTOGETHER  @dartmouth https://t.co/j7r8PPfBX9",13,2022-05-24 13:47:16
209,1529093216301096960,"Friends - Reminder: June 1 due date for proposals for papers on the state of the Rule of Law in the US, for consideration for @TheWJP Conference @Dartmouth and @NeukomInstitute Nov 11, 2022. Student papers too! Looking fwd https://t.co/3xvhSvOnNO",1,2022-05-24 13:33:26
210,1529085572886716419,Blessed to earn an offer from Dartmouth College!! 🟢⚪️ @Coach_McCorkle @STA_Football @CoachHarriott @OLIE_7 @Earl20201 @247Sports @Rivals https://t.co/bhdEMuKmD7,45,2022-05-24 13:03:04
211,1529084795392647169,@Jon85943072 @samh093 @DineshDSouza You're saying that Dinesh (the biblical scholar @Dartmouth @dartmouthalumni convicted felon) D'Souza isn't telling us the truth? https://t.co/4lvZkMUouz,1,2022-05-24 12:59:58
212,1529081663040409601,Ava Roberts- Dartmouth College https://t.co/caZ7ephkLd,5,2022-05-24 12:47:32
213,1529069701426462721,"You’ve got a #friend in me! Woody and Buzz are inseparable. But what’s the “secret sauce” that makes two them inseparable? Emma Templeton and a team from Dartmouth College investigated! @dartmouth @emma__templeton @ThaliaWheatley 

https://t.co/1dnHyAPUYl https://t.co/2ZOup4uKyv",1,2022-05-24 12:00:00
214,1529057092253908998,These great photos show Dartmouth College in the early 1900s. Do you recognize any of campus? Dartmouth College Church [i.e. https://t.co/nd3YdwVVRS,0,2022-05-24 11:09:53
215,1529054500765454337,"#Blockchain will come to play a key role in securing the privacy of healthcare data.

#VeChain is working on applications ranging from IVF to oncology to vaccination records.

Fantastic to see exciting new projects emerging from Dartmouth College. #Cryptocurrency #VeChain $VET https://t.co/nCdPxBK5du",553,2022-05-24 10:59:36
216,1529044468405612545,A River Runs Through It #Dartmouth @DartmouthMag   https://t.co/zCDEdntmM6,1,2022-05-24 10:19:44
217,1528949159356686338,Martin Luther King III calls for protecting voting rights while speaking at Dartmouth College https://t.co/JifwA96q3T,0,2022-05-24 04:01:00
218,1528930058269761542,Martin Luther King III calls for protecting voting rights while speaking at Dartmouth College https://t.co/BHuAWZ66F9,7,2022-05-24 02:45:06
219,1528911345730695168,"It was indeed an honor listening and meeting with @OfficialMLK3 at @dartmouth. I admire and echo his father, Mr. King Jr, and his legacy of non-violent reform efforts for peacemaking, reconciliation, and human rights. https://t.co/3y27Ml1fLm",4,2022-05-24 01:30:45
220,1528905414087163908,"@Lormif1 @WakeUpCall58 @NewStyle303 @ericowensdc No, SCOTUS was. The Supreme Court’s attack on state sovereignty outraged citizens and statesmen. Laws were written or re-written and new state constitutional amendments passed to circumvent the insane, treasonous Dartmouth College v Woodward ruling.",0,2022-05-24 01:07:11
221,1528892226515963904,"60 years ago today, MLK Jr. delivered a speech, “Toward Freedom“ at @dartmouth  Tonight his son, @OfficialMLK3 , delivered a speech on the same campus. I wonder if my grandparents felt any safer 60 years ago in America than I do   #PrayForBuffalo #blackmassacreproject https://t.co/Egk5l1Srx2",11,2022-05-24 00:14:46
222,1528889958227775488,@DHSgov @AliMayorkas @CNN @MSNBC @Yale @Harvard_Law @Cornell @dartmouth @Harvard How may are getting in that are never seen or caught? What is the end game to this open border madness? https://t.co/xDpQpjBNTr,0,2022-05-24 00:05:46
223,1528888296386228224,https://t.co/D3l6G84Ep9,0,2022-05-23 23:59:09
224,1528885287585460224,"@VoteCasten represents Illinois' 6th District. Sean earned a B.A. in #molecularBiology and #biochemistry from @Middlebury and a Master's in #biochemical #engineering from @dartmouth! 

https://t.co/ZfaUmL9mtB",0,2022-05-23 23:47:12
225,1528880929648812032,"@DrBiden @potus @PressSec @TheDemocrats @cnn @msnbc @brianstelter @yale @dartmouth @Cornell Well, there goes Kamala again...repeating, making word salads that make little sense... https://t.co/tB4RGANcso",0,2022-05-23 23:29:53
226,1528878591123275776,"@brianstelter @CNNPolitics @CNN 
@TheDemocrats @Harvard @Yale @Princeton @dartmouth @Harvard_Law @Penn 
Democrat's Border policy... https://t.co/JgqY70n2nx",0,2022-05-23 23:20:35
227,1528877926024105986,"@MSNBC @CNN @brianstelter 
@theview @GOP @Yale @Harvard @dartmouth @Princeton
If you light a house on fire, then wait to call the fire department, then try to help put it out, are you still considered a hero?
Just asking for a friend. https://t.co/CJP4rpti7J",0,2022-05-23 23:17:57
228,1528874675065040897,"¡Felicitamos a María Clara de Greiff por ser galardonada al premio “Social Justice Awards”, quien de las manos de Martin Luther King III recibirá el Holly Fell Sateia Award!🎖️ @dartmouth 
#OrgulloMexicano 🇲🇽 🥳

👉 https://t.co/egVCf2wpOF",1,2022-05-23 23:05:02
229,1528867485033713664,"60 years ago today, the @dartmouth students and community opened their hearts and listened to my father speak. Tonight, I am extremely excited to stand in his footprints and address a new generation. 

RSVP to watch virtually tonight at 7 ⬇️
https://t.co/3jPPoZQ48y https://t.co/Kr0jL8WQRS",249,2022-05-23 22:36:28
230,1528858557298397185,US marshals seek Texas woman accused of killing Dartmouth College graduate https://t.co/5c91Cj6AV2,0,2022-05-23 22:00:59
231,1528857077426311168,US marshals seek Texas woman accused of killing Dartmouth College graduate https://t.co/w3s5U1EvvN,1,2022-05-23 21:55:06
232,1528852288479059968,Thanks for visiting BV Football today! @dartmouth @DartFootball @coachdaveshula #onefamily #lynxway https://t.co/LwWf8pxISY,4,2022-05-23 21:36:04
233,1528833375716401152,"@falend_soonMD @dartmouth Thank you, Falen. Brian Reid let me know that you brought a mug and card up to the office today for me. I am humbled and grateful. Wishing you all the best as you advance in your life and career.",2,2022-05-23 20:20:55
234,1528830743576776705,"After a great phone call with @coachkeithclark, I am fired up to announce that I have received an offer from Dartmouth College! #TheWoods #Back2Back @CoachDaft @DartFootball @CoachTomBolden @LakotaWestFB https://t.co/QmMJTZsloR",165,2022-05-23 20:10:28
235,1528820452973498369,"The @Dartmouth Wind Ensemble will perform the world premiere of Rodrigo Martínez's (MF 19) ""Cumbia Moderna,"" winner of the ensemble's 2020 Composition Competition, on Friday, May 27 at the @HopkinsCenter: https://t.co/4eu8nT0Kio",1,2022-05-23 19:29:34
236,1528817707164045312,"Composer Rodrigo Martinez's (MF 19) ""Drum Kit Concerto"" will have its world premiere in the Music Mexico Symposium at @Dartmouth's @HopkinsCenter on May 26!

""Drum Kit Concerto"" was the focus of Rodrigo's fall 2019 @MacDowellResidency. #MadeAtMacDowell https://t.co/ZBxincqDiX",2,2022-05-23 19:18:40
237,1528790468447854593,"Toku Oshima se juntou a Mary Albert, física do Dartmouth College em Hanover, nos Estados Unidos, que recrutou estudantes em Dartmouth para trabalhar em uma série de projetos, incluindo projetar casas com eficiência energética e testar o potencial da cidade para energia solar.",1,2022-05-23 17:30:25
238,1528788388375052290,"@staceyabrams @MSNBC @CNNPolitics @CNN @ABC @Yale @Harvard @dartmouth @Princeton @Cornell Wow, Stacy Abrams may be the most out of touch politician yet. In addition to Top State, Georgia earned a No. 1 ranking in five categories, including overall cost of doing business,",0,2022-05-23 17:22:09
239,1528788191918051330,2023 Ennis QB Jackson Gilkey reports an offer from Dartmouth College. #TXHSFB #TheWoods https://t.co/r4tUCjEonV,2,2022-05-23 17:21:23
240,1528779399537078274,"We're bringing conversations about innovative, next-gen technologies to #NH! Thanks to: @NECEC @LibertyUtil_NH @NHTechAlliance @Ecosave_US @SheehanPhinney, and Tuck Revers Center for Energy, Sustainability and Innovation and @dartmouth Irving Institute for Energy and Society! https://t.co/FqdkfJh4jU",0,2022-05-23 16:46:26
241,1528778388651094017,@dartmouth Round Two if the Thank you Campaign - Thank you Dartmouth Staff across all Dartmouth campuses for all you do! Come pick up a hand written card and mug - we are behind Anonymous Hall (in front of Remsen!) https://t.co/HTClXXsq1A,15,2022-05-23 16:42:25
242,1528769003778412549,"2/ Tuvo la oportunidad de estudiar en una secundaria top de NYC, lo cual le permitió entrar a Dartmouth College.

Se recibió de la carrera de ciencias de la computación y economía en 1995.

Justo antes del boom .com. 💻",0,2022-05-23 16:05:08
243,1528737786852950016,"Congratulations to #Fulbright @tzoniaa Zonía Moore (@dartmouth '16, @PennMedicine MD), offered a grant by @FulbrightPrgm to conduct research in Mexico. Zonía is experienced in the intersection of business and health, and is currently interested in the field of dermatology. https://t.co/RcxVw8JTJv",9,2022-05-23 14:01:05
244,1528729630013890561,"WHEN COVID HIT CAMPUSES
Researchers were studying student stress. Then came the pandemic, and the picture changed. Here's what happened to students.
https://t.co/v9np94Ovo5 @NIMHgov @dartmouth @Proceedings
#CovidIsNotOver #stressedout #collegestudents #pandemic https://t.co/9xsZ08xuxo",0,2022-05-23 13:28:40
245,1528702194463260672,MSB SEMINAR TODAY -- Last chance until fall! @dartmouth @DartmouthNeuro @MCBDartmouth @DartGRAD @GeiselMed @QBSdartmouth https://t.co/pMLrysx2RU,1,2022-05-23 11:39:39
